name,league,position,minutes_played,goals,assists,expected_goals,goals_per90,assists_per90,goals_minus_xg
Victor Okoh Boniface,Bundesliga,F,325,0,2,1.0752,0.0,0.5538461538461539,-1.0752
Jovan Milošević,Bundesliga,F,302,3,0,1.6956,0.8940397350993378,0.0,1.3044
Keke Topp,Bundesliga,F,614,1,1,1.883,0.1465798045602606,0.1465798045602606,-0.883
Justin Njinmah,Bundesliga,F,1320,4,0,4.7038,0.2727272727272727,0.0,-0.7038000000000002
Marco Grüll,Bundesliga,F,1642,3,1,3.1464,0.16443361753958585,0.05481120584652862,-0.14639999999999986
Samuel Mbangula,Bundesliga,M,996,3,2,1.2121,0.27108433734939763,0.18072289156626503,1.7879
Cameron Puertas,Bundesliga,M,1223,0,1,1.1331,0.0,0.07358953393295176,-1.1331
Romano Schmid,Bundesliga,M,2199,2,7,5.6442,0.08185538881309685,0.286493860845839,-3.6441999999999997
Jens Stage,Bundesliga,M,1977,7,2,4.8611,0.31866464339908956,0.09104704097116845,2.1388999999999996
Felix Agu,Bundesliga,M,577,0,0,0.0592,0.0,0.0,-0.0592
Patrice Čović,Bundesliga,M,265,1,0,1.1137,0.33962264150943394,0.0,-0.11369999999999991
Senne Lynen,Bundesliga,M,2127,0,0,0.6541,0.0,0.0,-0.6541
Leonardo Bittencourt,Bundesliga,M,284,0,1,0.0706,0.0,0.31690140845070425,-0.0706
Yukinari Sugawara,Bundesliga,D,1935,0,4,1.7893,0.0,0.18604651162790697,-1.7893
Karim Coulibaly,Bundesliga,D,1733,1,0,0.6601,0.05193306405077899,0.0,0.3399
Julián Malatini,Bundesliga,D,485,0,0,0.0297,0.0,0.0,-0.0297
Marco Friedl,Bundesliga,D,2030,1,0,0.6777,0.04433497536945812,0.0,0.32230000000000003
Isaac Schmidt,Bundesliga,D,524,1,0,0.9949,0.17175572519083968,0.0,0.005099999999999993
Olivier Deman,Bundesliga,D,445,1,1,0.2629,0.20224719101123598,0.20224719101123598,0.7371
Amos Pieper,Bundesliga,D,960,0,0,0.4179,0.0,0.0,-0.4179
Niklas Stark,Bundesliga,D,587,0,0,0.4063,0.0,0.0,-0.4063
Karl Hein,Bundesliga,G,180,0,0,,0.0,0.0,
Mio Backhaus,Bundesliga,G,2070,0,0,,0.0,0.0,
Ragnar Ache,Bundesliga,F,1365,5,3,7.3807,0.32967032967032966,0.1978021978021978,-2.3807
Fynn Schenten,Bundesliga,F,118,0,0,0.0273,0.0,0.0,-0.0273
Luca Waldschmidt,Bundesliga,F,526,3,3,3.3007,0.5133079847908746,0.5133079847908746,-0.30069999999999997
Marius Bülter,Bundesliga,F,1206,3,3,3.5809,0.22388059701492538,0.22388059701492538,-0.5809000000000002
Youssoupha Niang,Bundesliga,F,121,0,0,0.2993,0.0,0.0,-0.2993
Jakub Kamiński,Bundesliga,M,2230,6,2,4.077,0.242152466367713,0.08071748878923767,1.923
Felipe Chávez,Bundesliga,M,46,0,0,0.0803,0.0,0.0,-0.0803
Said El Mala,Bundesliga,M,1236,8,3,6.6103,0.5825242718446603,0.21844660194174756,1.3897000000000004
Denis Huseinbašić,Bundesliga,M,670,0,0,0.4192,0.0,0.0,-0.4192
Eric Martel,Bundesliga,M,1943,1,2,1.032,0.04632012352032939,0.09264024704065878,-0.03200000000000003
Ísak Bergmann Jóhannesson,Bundesliga,M,1277,1,1,1.1463,0.07047768206734534,0.07047768206734534,-0.1463000000000001
Florian Kainz,Bundesliga,M,235,1,0,0.7203,0.3829787234042553,0.0,0.27969999999999995
Linton Maina,Bundesliga,M,630,2,0,1.0499,0.2857142857142857,0.0,0.9501
Tom Krauß,Bundesliga,M,1474,0,1,0.347,0.0,0.061058344640434185,-0.347
Jan Thielmann,Bundesliga,M,1286,3,1,1.8041,0.2099533437013997,0.06998444790046657,1.1959
Alessio Castro-Montes,Bundesliga,M,428,0,3,0.1818,0.0,0.6308411214953271,-0.1818
Jahmai Simpson-Pusey,Bundesliga,D,416,0,0,0.3137,0.0,0.0,-0.3137
Rav van den Berg,Bundesliga,D,868,0,0,,0.0,0.0,
Cenk Özkaçar,Bundesliga,D,992,0,0,0.5597,0.0,0.0,-0.5597
Kristoffer Lund,Bundesliga,D,1623,0,1,0.677,0.0,0.05545286506469501,-0.677
Timo Hübers,Bundesliga,D,669,0,0,,0.0,0.0,
Sebastian Sebulonsen,Bundesliga,D,1874,0,0,1.2112,0.0,0.0,-1.2112
Joel Schmied,Bundesliga,D,954,0,0,0.2177,0.0,0.0,-0.2177
Dominique Heintz,Bundesliga,D,390,0,0,,0.0,0.0,
Cenny Neumann,Bundesliga,D,13,0,0,,0.0,0.0,
Marvin Schwäbe,Bundesliga,G,2250,0,0,,0.0,0.0,
Jae-sung Lee,Bundesliga,F,1913,3,2,2.5552,0.1411395713538944,0.09409304756926293,0.44479999999999986
Sheraldo Becker,Bundesliga,F,245,1,0,0.7104,0.3673469387755102,0.0,0.28959999999999997
Paul Nebel,Bundesliga,F,1329,1,1,2.7707,0.06772009029345372,0.06772009029345372,-1.7707000000000002
Nelson Weiper,Bundesliga,F,480,0,0,2.1699,0.0,0.0,-2.1699
William Bøving,Bundesliga,F,200,0,1,0.0223,0.0,0.45,-0.0223
Armindo Sieb,Bundesliga,F,452,2,0,2.012,0.39823008849557523,0.0,-0.01200000000000001
Benedict Hollerbach,Bundesliga,F,882,1,2,2.0241,0.10204081632653061,0.20408163265306123,-1.0240999999999998
Phillip Tietz,Bundesliga,F,1057,2,2,4.9213,0.17029328287606432,0.17029328287606432,-2.9212999999999996
Silas,Bundesliga,M,342,1,0,1.6829,0.2631578947368421,0.0,-0.6829000000000001
Nadiem Amiri,Bundesliga,M,1651,10,2,7.1973,0.5451241671714113,0.10902483343428225,2.8026999999999997
Kaishu Sano,Bundesliga,M,2249,1,1,0.9344,0.040017785682525564,0.040017785682525564,0.06559999999999999
Silvan Widmer,Bundesliga,M,1336,2,0,2.2583,0.1347305389221557,0.0,-0.2583000000000002
Phillipp Mwene,Bundesliga,M,1383,0,0,0.8596,0.0,0.0,-0.8596
Sota Kawasaki,Bundesliga,M,230,0,0,0.0789,0.0,0.0,-0.0789
Anthony Caci,Bundesliga,M,313,0,0,0.3025,0.0,0.0,-0.3025
Lennard Maloney,Bundesliga,M,461,0,0,0.2609,0.0,0.0,-0.2609
Stefan Posch,Bundesliga,D,630,0,0,0.1357,0.0,0.0,-0.1357
Kacper Potulski,Bundesliga,D,758,1,0,1.1534,0.11873350923482849,0.0,-0.15339999999999998
Andreas Hanche-Olsen,Bundesliga,D,850,0,1,0.3527,0.0,0.10588235294117646,-0.3527
Dominik Kohr,Bundesliga,D,1669,1,0,0.9977,0.05392450569203116,0.0,0.0022999999999999687
Danny da Costa,Bundesliga,D,2021,2,3,1.454,0.08906481939633845,0.13359722909450766,0.546
Nikolas Veratschnig,Bundesliga,D,428,0,1,0.0646,0.0,0.2102803738317757,-0.0646
Stefan Bell,Bundesliga,D,1049,2,1,1.7317,0.17159199237368922,0.08579599618684461,0.2683
Maxim Leitsch,Bundesliga,D,162,0,0,0.0182,0.0,0.0,-0.0182
Robin Zentner,Bundesliga,G,787,0,0,,0.0,0.0,
Daniel Batz,Bundesliga,G,1170,0,0,,0.0,0.0,
Lasse Riess,Bundesliga,G,291,0,0,,0.0,0.0,
Andreas Hountondji,Bundesliga,F,616,4,0,2.0226,0.5844155844155845,0.0,1.9773999999999998
Martijn Kaars,Bundesliga,F,1001,3,0,3.0163,0.26973026973026976,0.0,-0.016300000000000203
Danel Sinani,Bundesliga,F,1484,4,3,4.2588,0.24258760107816713,0.18194070080862534,-0.2587999999999999
Abdoulie Ceesay,Bundesliga,F,231,0,0,0.5061,0.0,0.0,-0.5061
Taichi Hara,Bundesliga,F,22,0,0,0.1437,0.0,0.0,-0.1437
Ricky-Jade Jones,Bundesliga,F,336,2,0,1.6236,0.5357142857142857,0.0,0.37640000000000007
Mathias Pereira Lage,Bundesliga,F,1614,1,2,3.6864,0.055762081784386616,0.11152416356877323,-2.6864
Joel Chima Fujita,Bundesliga,M,2037,1,3,0.8585,0.04418262150220913,0.1325478645066274,0.14149999999999996
Arkadiusz Pyrka,Bundesliga,M,1772,0,1,0.5274,0.0,0.05079006772009029,-0.5274
Jackson Irvine,Bundesliga,M,919,0,0,0.8134,0.0,0.0,-0.8134
James Sands,Bundesliga,M,1941,1,0,1.0012,0.04636785162287481,0.0,-0.0012000000000000899
Manolis Saliakas,Bundesliga,M,1022,1,3,0.5087,0.08806262230919765,0.26418786692759294,0.49129999999999996
Mathias Rasmussen,Bundesliga,M,293,0,0,0.254,0.0,0.0,-0.254
Connor Metcalfe,Bundesliga,M,298,0,1,0.4439,0.0,0.30201342281879195,-0.4439
Karol Mets,Bundesliga,D,1484,0,0,0.1118,0.0,0.0,-0.1118
Adam Dźwigała,Bundesliga,D,1016,1,1,0.0851,0.08858267716535433,0.08858267716535433,0.9149
Tomoya Ando,Bundesliga,D,542,0,0,0.0798,0.0,0.0,-0.0798
Eric Smith,Bundesliga,D,1935,2,2,0.4669,0.09302325581395349,0.09302325581395349,1.5331000000000001
Louis Oppie,Bundesliga,D,1404,1,0,0.856,0.06410256410256411,0.0,0.14400000000000002
Hauke Wahl,Bundesliga,D,1845,2,0,0.4536,0.0975609756097561,0.0,1.5464
Lars Ritzka,Bundesliga,D,557,0,0,0.1028,0.0,0.0,-0.1028
Nikola Vasilj,Bundesliga,G,2250,0,0,,0.0,0.0,
Mohamed Amoura,Bundesliga,F,1449,8,3,7.4181,0.4968944099378882,0.1863354037267081,0.5819000000000001
Jonas Wind,Bundesliga,F,299,0,0,0.8213,0.0,0.0,-0.8213
Kento Shiogai,Bundesliga,F,274,1,0,1.4494,0.3284671532846715,0.0,-0.4494
Dženan Pejčinović,Bundesliga,F,945,5,0,4.9473,0.47619047619047616,0.0,0.05269999999999975
Adam Daghim,Bundesliga,F,1044,2,2,1.3388,0.17241379310344826,0.17241379310344826,0.6612
Christian Eriksen,Bundesliga,M,1665,2,5,3.2774,0.1081081081081081,0.2702702702702703,-1.2774
Lovro Majer,Bundesliga,M,1269,2,3,2.5613,0.14184397163120568,0.2127659574468085,-0.5613000000000001
Jesper Lindstrøm,Bundesliga,M,192,0,0,0.7714,0.0,0.0,-0.7714
Vinícius Souza,Bundesliga,M,1013,0,0,0.0594,0.0,0.0,-0.0594
Bence Dárdai,Bundesliga,M,34,0,0,,0.0,0.0,
Patrick Wimmer,Bundesliga,M,1166,3,3,2.0009,0.23156089193825044,0.23156089193825044,0.9990999999999999
Maximilian Arnold,Bundesliga,M,1813,1,4,0.3392,0.049641478212906785,0.19856591285162714,0.6608
Kevin Paredes,Bundesliga,M,159,0,0,0.0689,0.0,0.0,-0.0689
Mattias Svanberg,Bundesliga,M,766,3,1,2.0226,0.3524804177545692,0.1174934725848564,0.9773999999999998
Yannick Gerhardt,Bundesliga,M,1009,1,0,0.7752,0.08919722497522299,0.0,0.2248
Pharell Hensel,Bundesliga,M,88,0,0,0.024,0.0,0.0,-0.024
Konstantinos Koulierakis,Bundesliga,D,1769,1,0,2.2395,0.05087620124364047,0.0,-1.2395
Jonas Adjei Adjetey,Bundesliga,D,137,0,0,0.0813,0.0,0.0,-0.0813
Joakim Mæhle,Bundesliga,D,432,0,1,0.4034,0.0,0.20833333333333331,-0.4034
Jeanuël Belocian,Bundesliga,D,737,0,1,0.4303,0.0,0.12211668928086837,-0.4303
Saël Kumbedi,Bundesliga,D,1254,0,5,0.1045,0.0,0.3588516746411483,-0.1045
Denis Vavro,Bundesliga,D,591,1,0,0.6956,0.15228426395939085,0.0,0.3044
Jenson Seelt,Bundesliga,D,696,0,0,0.2048,0.0,0.0,-0.2048
Aaron Zehnter,Bundesliga,D,1220,2,0,0.5197,0.14754098360655737,0.0,1.4803
Moritz Jenz,Bundesliga,D,1517,1,0,0.5445,0.05932762030323006,0.0,0.4555
Kilian Fischer,Bundesliga,D,803,0,0,0.107,0.0,0.0,-0.107
Jan Bürger,Bundesliga,D,259,0,0,0.0742,0.0,0.0,-0.0742
Kamil Grabara,Bundesliga,G,2250,0,0,0.0388,0.0,0.0,-0.0388
Budu Zivzivadze,Bundesliga,F,505,1,0,2.2773,0.1782178217821782,0.0,-1.2772999999999999
Eren Dinkçi,Bundesliga,F,706,1,1,1.2518,0.1274787535410765,0.1274787535410765,-0.2518
Marvin Pieringer,Bundesliga,F,1070,2,0,2.867,0.16822429906542058,0.0,-0.867
Mikkel Kaufmann,Bundesliga,F,505,1,1,1.4182,0.1782178217821782,0.1782178217821782,-0.4181999999999999
Christian Joe Conteh,Bundesliga,F,263,0,0,0.2228,0.0,0.0,-0.2228
Sirlord Conteh,Bundesliga,F,566,2,1,2.8036,0.31802120141342755,0.15901060070671377,-0.8035999999999999
Stefan Schimmer,Bundesliga,F,672,5,1,4.555,0.6696428571428571,0.13392857142857142,0.4450000000000003
Yannik Wagner,Bundesliga,F,45,0,0,0.0187,0.0,0.0,-0.0187
Arijon Ibrahimović,Bundesliga,M,1782,1,2,5.7064,0.05050505050505051,0.10101010101010102,-4.7064
Niklas Dorsch,Bundesliga,M,1608,0,0,0.5404,0.0,0.0,-0.5404
Mathias Honsak,Bundesliga,M,1003,0,0,1.5212,0.0,0.0,-1.5212
Jan Schöppner,Bundesliga,M,1587,1,1,1.3301,0.05671077504725898,0.05671077504725898,-0.33010000000000006
Luca Kerber,Bundesliga,M,511,2,0,1.3811,0.3522504892367906,0.0,0.6189
Julian Niehues,Bundesliga,M,1117,3,0,1.1728,0.24171888988361684,0.0,1.8272
Adrian Beck,Bundesliga,M,772,1,0,0.8273,0.11658031088082901,0.0,0.17269999999999996
Leonidas Stergiou,Bundesliga,D,149,0,0,0.0929,0.0,0.0,-0.0929
Leart Paqarada,Bundesliga,D,7,0,0,,0.0,0.0,
Patrick Mainka,Bundesliga,D,2250,1,1,2.8169,0.04,0.04,-1.8169
Benedikt Gimber,Bundesliga,D,1290,0,0,0.2512,0.0,0.0,-0.2512
Hennes Behrens,Bundesliga,D,550,0,2,0.111,0.0,0.32727272727272727,-0.111
Tim Siersleben,Bundesliga,D,1081,0,0,0.4709,0.0,0.0,-0.4709
Haktab Omar Traore,Bundesliga,D,1380,0,2,0.4235,0.0,0.13043478260869565,-0.4235
Jonas Föhrenbach,Bundesliga,D,1652,1,1,0.5114,0.05447941888619855,0.05447941888619855,0.48860000000000003
Marnon Busch,Bundesliga,D,1243,0,2,0.604,0.0,0.14481094127111827,-0.604
Adam Kölle,Bundesliga,D,89,1,0,0.6488,1.0112359550561798,0.0,0.35119999999999996
Diant Ramaj,Bundesliga,G,2160,0,0,,0.0,0.0,
Frank Feller,Bundesliga,G,90,0,0,,0.0,0.0,
Ousmane Dembélé,Ligue 1,F,718,8,4,4.7445,1.0027855153203342,0.5013927576601671,3.2554999999999996
Khvicha Kvaratskhelia,Ligue 1,F,1084,4,3,4.1215,0.33210332103321033,0.24907749077490773,-0.12150000000000016
Désiré Doué,Ligue 1,F,842,4,2,5.8127,0.4275534441805226,0.2137767220902613,-1.8127000000000004
Bradley Barcola,Ligue 1,F,1328,10,1,9.0502,0.677710843373494,0.06777108433734941,0.9497999999999998
Ibrahim Mbaye,Ligue 1,F,823,1,2,2.0617,0.10935601458080194,0.21871202916160387,-1.0617
Gonçalo Ramos,Ligue 1,F,1024,5,1,6.853,0.439453125,0.087890625,-1.8529999999999998
Quentin Ndjantou,Ligue 1,F,354,1,1,1.4943,0.2542372881355932,0.2542372881355932,-0.49429999999999996
Dro Fernández,Ligue 1,M,218,0,0,0.3029,0.0,0.0,-0.3029
Vitinha,Ligue 1,M,1856,1,7,0.9664,0.04849137931034483,0.3394396551724138,0.03359999999999996
João Neves,Ligue 1,M,1004,5,1,2.3816,0.448207171314741,0.08964143426294821,2.6184
Fabián Ruiz,Ligue 1,M,795,1,2,1.0191,0.11320754716981131,0.22641509433962262,-0.019099999999999895
Senny Mayulu,Ligue 1,M,1175,3,4,2.8438,0.2297872340425532,0.30638297872340425,0.15620000000000012
Kang-in Lee,Ligue 1,M,1103,2,3,2.3014,0.16319129646418856,0.24478694469628287,-0.3014000000000001
Warren Zaïre-Emery,Ligue 1,M,2030,1,4,0.8695,0.04433497536945812,0.1773399014778325,0.13049999999999995
Achraf Hakimi,Ligue 1,D,1089,2,1,1.9552,0.1652892561983471,0.08264462809917356,0.04479999999999995
Nuno Mendes,Ligue 1,D,1135,3,3,3.5077,0.23788546255506607,0.23788546255506607,-0.5076999999999998
Marquinhos,Ligue 1,D,779,0,0,0.0932,0.0,0.0,-0.0932
Willian Pacho,Ligue 1,D,1465,0,0,0.818,0.0,0.0,-0.818
Lucas Beraldo,Ligue 1,D,826,1,0,0.4379,0.1089588377723971,0.0,0.5621
Ilya Zabarnyi,Ligue 1,D,1667,1,0,0.3028,0.05398920215956808,0.0,0.6972
Lucas Hernández,Ligue 1,D,1165,0,2,0.3034,0.0,0.15450643776824033,-0.3034
Lucas Chevalier,Ligue 1,G,1530,0,0,,0.0,0.0,
Matvey Safonov,Ligue 1,G,720,0,0,,0.0,0.0,
Allan Saint-Maximin,Ligue 1,F,156,1,2,0.1584,0.5769230769230769,1.1538461538461537,0.8416
Florian Thauvin,Ligue 1,F,1983,8,3,9.753,0.3630862329803329,0.1361573373676248,-1.7530000000000001
Odsonne Édouard,Ligue 1,F,1322,9,3,7.9554,0.6127080181543116,0.2042360060514372,1.0446
Abdallah Sima,Ligue 1,F,354,1,1,0.7373,0.2542372881355932,0.2542372881355932,0.26270000000000004
Wesley Saïd,Ligue 1,F,1618,10,2,7.8045,0.5562422744128553,0.11124845488257107,2.1955
Florian Sotoca,Ligue 1,F,190,0,0,0.1971,0.0,0.0,-0.1971
Rayan Fofana,Ligue 1,F,669,5,0,5.194,0.6726457399103138,0.0,-0.19399999999999995
Amadou Haidara,Ligue 1,M,74,1,0,0.1384,1.2162162162162162,0.0,0.8616
Mamadou Sangare,Ligue 1,M,1742,2,2,2.3518,0.10332950631458095,0.10332950631458095,-0.3517999999999999
Andrija Bulatovic,Ligue 1,M,513,0,1,0.399,0.0,0.17543859649122806,-0.399
Adrien Thomasson,Ligue 1,M,2085,2,7,4.8796,0.08633093525179857,0.302158273381295,-2.8796
Fode Sylla,Ligue 1,M,69,0,0,,0.0,0.0,
Ruben Aguilar,Ligue 1,M,1513,2,2,0.9153,0.11896893588896232,0.11896893588896232,1.0847
Anthony Bermont,Ligue 1,M,95,0,0,0.0852,0.0,0.0,-0.0852
Arthur Masuaku,Ligue 1,D,1,0,0,,0.0,0.0,
Saud Abdulhamid,Ligue 1,D,838,1,2,0.3652,0.10739856801909309,0.21479713603818618,0.6348
Ismaelo Ganiou,Ligue 1,D,1243,2,0,1.2122,0.14481094127111827,0.0,0.7878000000000001
Malang Sarr,Ligue 1,D,2160,0,1,0.981,0.0,0.04166666666666667,-0.981
Samson Baidoo,Ligue 1,D,1545,2,1,1.6224,0.11650485436893204,0.05825242718446602,0.37759999999999994
Nidal Čelik,Ligue 1,D,315,0,0,,0.0,0.0,
Matthieu Udol,Ligue 1,D,2238,0,7,2.9085,0.0,0.28150134048257375,-2.9085
Jonathan Gradit,Ligue 1,D,809,0,0,0.1068,0.0,0.0,-0.1068
Kyllian Antonio,Ligue 1,D,120,0,0,0.0609,0.0,0.0,-0.0609
Robin Risser,Ligue 1,G,2250,0,1,,0.0,0.04,
Mason Greenwood,Ligue 1,F,1896,15,4,12.0739,0.7120253164556962,0.18987341772151897,2.9261
Pierre-Emerick Aubameyang,Ligue 1,F,1404,8,5,9.0884,0.5128205128205129,0.32051282051282054,-1.0884
Amine Gouiri,Ligue 1,F,832,5,2,4.1109,0.5408653846153847,0.21634615384615385,0.8891
Igor Paixão,Ligue 1,F,1371,5,4,4.3276,0.3282275711159738,0.26258205689277897,0.6723999999999997
Ethan Nwaneri,Ligue 1,M,216,1,1,0.4771,0.41666666666666663,0.41666666666666663,0.5228999999999999
Timothy Weah,Ligue 1,M,1681,2,2,1.3883,0.10707911957168352,0.10707911957168352,0.6116999999999999
Quinten Timber,Ligue 1,M,539,0,0,0.7592,0.0,0.0,-0.7592
Himad Abdelli,Ligue 1,M,1019,2,0,2.1105,0.17664376840039253,0.0,-0.11050000000000004
Bilal Nadir,Ligue 1,M,564,0,4,0.485,0.0,0.6382978723404256,-0.485
Arthur Vermeeren,Ligue 1,M,628,0,1,0.0541,0.0,0.14331210191082802,-0.0541
Pierre-Emile Højbjerg,Ligue 1,M,1928,2,4,2.1275,0.09336099585062241,0.18672199170124482,-0.12749999999999995
Hamed Junior Traorè,Ligue 1,M,343,1,1,1.0038,0.26239067055393583,0.26239067055393583,-0.0038000000000000256
Geoffrey Kondogbia,Ligue 1,M,465,0,0,0.2713,0.0,0.0,-0.2713
Tochukwu Nnadi,Ligue 1,M,25,0,0,,0.0,0.0,
Nayef Aguerd,Ligue 1,D,1399,1,0,0.664,0.06433166547533953,0.0,0.33599999999999997
Benjamin Pavard,Ligue 1,D,1403,1,2,0.5881,0.06414825374198146,0.12829650748396293,0.41190000000000004
Leonardo Balerdi,Ligue 1,D,1357,0,1,1.1261,0.0,0.06632277081798084,-1.1261
Facundo Medina,Ligue 1,D,656,0,0,0.0187,0.0,0.0,-0.0187
Emerson Palmieri,Ligue 1,D,1577,0,3,0.2836,0.0,0.17121116043119847,-0.2836
Conrad Jaden Egan-Riley,Ligue 1,D,487,0,0,,0.0,0.0,
Gerónimo Rulli,Ligue 1,G,1890,0,0,,0.0,0.0,
Jeffrey de Lange,Ligue 1,G,360,0,0,,0.0,0.0,
Endrick,Ligue 1,F,533,3,3,3.3327,0.5065666041275797,0.5065666041275797,-0.3327
Roman Yaremchuk,Ligue 1,F,133,0,1,0.1362,0.0,0.6766917293233082,-0.1362
Pavel Šulc,Ligue 1,F,1258,10,3,7.457,0.7154213036565977,0.2146263910969793,2.543
Afonso Moreira,Ligue 1,F,1009,2,6,1.3662,0.17839444995044598,0.535183349851338,0.6337999999999999
Tyler Morton,Ligue 1,M,1947,2,2,1.3068,0.09244992295839753,0.09244992295839753,0.6932
Malick Fofana,Ligue 1,M,726,2,1,2.7095,0.24793388429752067,0.12396694214876033,-0.7094999999999998
Khalis Merah,Ligue 1,M,769,0,1,0.7623,0.0,0.11703511053315994,-0.7623
Corentin Tolisso,Ligue 1,M,1715,7,1,7.8081,0.3673469387755102,0.052478134110787174,-0.8080999999999996
Rachid Ghezzal,Ligue 1,M,138,0,0,0.0949,0.0,0.0,-0.0949
Noah Nartey,Ligue 1,M,447,2,0,0.8221,0.40268456375838924,0.0,1.1779
Orel Mangala,Ligue 1,M,40,0,0,0.0904,0.0,0.0,-0.0904
Adam Karabec,Ligue 1,M,854,1,0,1.6518,0.1053864168618267,0.0,-0.6517999999999999
Tanner Tessmann,Ligue 1,M,1708,1,0,2.2056,0.05269320843091335,0.0,-1.2056
Rémi Himbert,Ligue 1,M,139,1,0,1.0513,0.6474820143884893,0.0,-0.0512999999999999
Mathys de Carvalho,Ligue 1,M,293,0,0,0.4366,0.0,0.0,-0.4366
Nicolás Tagliafico,Ligue 1,D,1138,0,3,1.3834,0.0,0.23725834797891038,-1.3834
Moussa Niakhaté,Ligue 1,D,1948,0,2,0.1829,0.0,0.09240246406570843,-0.1829
Abner Vinícius,Ligue 1,D,1445,3,0,1.3585,0.18685121107266436,0.0,1.6415
Noham Kamara,Ligue 1,D,1,0,0,,0.0,0.0,
Ruben Kluivert,Ligue 1,D,662,1,2,0.2144,0.13595166163141995,0.2719033232628399,0.7856
Ainsley Maitland-Niles,Ligue 1,D,1918,1,3,2.2958,0.04692387904066736,0.14077163712200208,-1.2957999999999998
Clinton Mata,Ligue 1,D,2116,0,0,0.1063,0.0,0.0,-0.1063
Hans Hateboer,Ligue 1,D,533,0,0,0.6,0.0,0.0,-0.6
Dominik Greif,Ligue 1,G,1890,0,1,,0.0,0.04761904761904762,
Rémy Descamps,Ligue 1,G,360,0,0,,0.0,0.0,
Yassir Zabiri,Ligue 1,F,12,0,0,,0.0,0.0,
Mousa Tamari,Ligue 1,F,1576,3,5,3.1411,0.17131979695431473,0.28553299492385786,-0.14109999999999978
Breel Embolo,Ligue 1,F,1367,6,3,5.0446,0.3950256035113387,0.19751280175566935,0.9554
Esteban Lepaul,Ligue 1,F,1898,13,3,10.4061,0.6164383561643836,0.1422550052687039,2.5938999999999997
Ludovic Blas,Ligue 1,F,897,4,3,3.6537,0.4013377926421405,0.3010033444816054,0.34629999999999983
Elias Legendre Quiñonez,Ligue 1,F,41,0,0,0.1461,0.0,0.0,-0.1461
Arnaud Nordin,Ligue 1,F,366,1,1,0.5944,0.2459016393442623,0.2459016393442623,0.40559999999999996
Nordan Mukiele,Ligue 1,F,49,1,0,0.1062,1.8367346938775508,0.0,0.8938
Sebastian Szymański,Ligue 1,M,382,1,2,0.3784,0.23560209424083772,0.47120418848167545,0.6215999999999999
Przemysław Frankowski,Ligue 1,M,1111,1,2,0.4964,0.081008100810081,0.162016201620162,0.5036
Djaoui Cissé,Ligue 1,M,936,0,0,0.7148,0.0,0.0,-0.7148
Quentin Merlin,Ligue 1,M,1722,1,3,1.1498,0.05226480836236934,0.156794425087108,-0.14979999999999993
Valentin Rongier,Ligue 1,M,2025,1,4,0.8446,0.044444444444444446,0.17777777777777778,0.15539999999999998
Mahdi Camara,Ligue 1,M,1866,3,1,1.9932,0.14469453376205788,0.04823151125401929,1.0068
Glen Kamara,Ligue 1,M,55,0,0,,0.0,0.0,
Jérémy Jacquet,Ligue 1,D,1673,0,0,1.0439,0.0,0.0,-1.0439
Abdelhamid Ait Boudlal,Ligue 1,D,775,2,1,1.2038,0.23225806451612904,0.11612903225806452,0.7962
Alidu Seidu,Ligue 1,D,810,0,1,0.096,0.0,0.1111111111111111,-0.096
Mahamadou Nagida,Ligue 1,D,469,0,0,0.4395,0.0,0.0,-0.4395
Anthony Rouault,Ligue 1,D,1367,1,0,0.8108,0.06583760058522312,0.0,0.18920000000000003
Lilian Brassier,Ligue 1,D,1622,0,1,0.6715,0.0,0.055487053020961775,-0.6715
Brice Samba,Ligue 1,G,2160,0,0,,0.0,0.0,
Mathys Silistrie,Ligue 1,G,90,0,0,,0.0,0.0,
Olivier Giroud,Ligue 1,F,1459,5,1,7.1361,0.30843043180260454,0.061686086360520906,-2.1361
Hamza Igamane,Ligue 1,F,428,5,1,3.5735,1.0514018691588785,0.2102803738317757,1.4264999999999999
Matías Fernández,Ligue 1,F,1587,4,3,4.7699,0.22684310018903592,0.17013232514177695,-0.7698999999999998
Marius Sivertsen Broholm,Ligue 1,F,288,1,1,0.9795,0.3125,0.3125,0.020499999999999963
Noah Edjouma,Ligue 1,F,365,0,0,0.7695,0.0,0.0,-0.7695
Soriba Diaoune,Ligue 1,F,202,1,1,1.2536,0.44554455445544555,0.44554455445544555,-0.25360000000000005
Ethan Mbappé,Ligue 1,M,396,3,1,1.4094,0.6818181818181819,0.2272727272727273,1.5906
Nabil Bentaleb,Ligue 1,M,837,2,2,1.2187,0.2150537634408602,0.2150537634408602,0.7813000000000001
Ngal'ayel Mukau,Ligue 1,M,932,1,0,1.842,0.09656652360515021,0.0,-0.8420000000000001
Osame Sahraoui,Ligue 1,M,467,1,2,0.8178,0.19271948608137046,0.3854389721627409,0.18220000000000003
Ayyoub Bouaddi,Ligue 1,M,1681,0,1,1.5285,0.0,0.05353955978584176,-1.5285
Hakon Arnar Haraldsson,Ligue 1,M,1705,5,1,4.6779,0.26392961876832843,0.05278592375366569,0.32209999999999983
Félix Correia,Ligue 1,M,1416,3,5,3.3622,0.1906779661016949,0.3177966101694915,-0.3622000000000001
Benjamin André,Ligue 1,M,1790,2,1,2.4429,0.10055865921787709,0.05027932960893854,-0.44289999999999985
